sha,author_id,committer_id,message_label,parents_sha,commit_date
c57f883e24405fb4ee561ded1612acf4f4f2bdef,8078968,19864447,REF,7d0fada8b4853c76f4f6b5742b323256e6e42f9a,2022-01-08
7d0fada8b4853c76f4f6b5742b323256e6e42f9a,24256554,19864447,ENH,3ee23e455fdf21d41b19b2898bdbd14fcc500630,2022-01-08
3ee23e455fdf21d41b19b2898bdbd14fcc500630,42492589,19864447,Added,8e70bf169a9cc15f9b901074162ce4cf731acba4,2022-01-08
8e70bf169a9cc15f9b901074162ce4cf731acba4,24256554,19864447,doctests,3977d7335f0792c012013e3b459a7950dfd31a7d,2022-01-08
3977d7335f0792c012013e3b459a7950dfd31a7d,8078968,19864447,REF,b47f1eb2d4a2f6b6411604c2441295896e8f5bcf,2022-01-08
b47f1eb2d4a2f6b6411604c2441295896e8f5bcf,8078968,19864447,REF,b5c6e4713ae4397cd047cb41f11aca4d27fb6096,2022-01-08
b5c6e4713ae4397cd047cb41f11aca4d27fb6096,8078968,19864447,CLN,3111ff0317171f03c8ed2e3f7a153872c85d798f,2022-01-08
3111ff0317171f03c8ed2e3f7a153872c85d798f,8078968,19864447,TST/REF,521259299f7829da667ba39302ec77acedde9e5e,2022-01-08
521259299f7829da667ba39302ec77acedde9e5e,10647082,19864447,DOC,554b304dac0755b79267e1dd0118589d218570d4,2022-01-08
554b304dac0755b79267e1dd0118589d218570d4,8078968,19864447,REF/TYP,df7277cfd754bb498d004abe7598c0d5519805d7,2022-01-08
df7277cfd754bb498d004abe7598c0d5519805d7,24256554,19864447,DOC,e69e97fab29baac8a4965b061d1f7f5fa4008e73,2022-01-08
e69e97fab29baac8a4965b061d1f7f5fa4008e73,8078968,19864447,CLN/PERF,ad67b225546039b3ecd805cf9e92524037954d1b,2022-01-08
ad67b225546039b3ecd805cf9e92524037954d1b,8078968,19864447,REGR,1d6272c60be4e57b70b8dcea7e93abaadc375ee5,2022-01-08
1d6272c60be4e57b70b8dcea7e93abaadc375ee5,25727722,19864447,TST,f46df119525c62daf05789126fc7dda6548a7dc6,2022-01-08
f46df119525c62daf05789126fc7dda6548a7dc6,8078968,19864447,BUG,a8f966b3cb0829e3d54ab7c6d13359798080a377,2022-01-08
a8f966b3cb0829e3d54ab7c6d13359798080a377,10647082,19864447,ENH,69f4ccf14a768f80c16e58b926f2d5a8fc4fa058,2022-01-08
69f4ccf14a768f80c16e58b926f2d5a8fc4fa058,47963215,19864447,PERF,c0bdeb4c10a74b7837820e564ed9cad406a83c5a,2022-01-07
c0bdeb4c10a74b7837820e564ed9cad406a83c5a,10647082,19864447,TST,ba79824c0ea9e279521dec5454174bba33e536d5,2022-01-07
ba79824c0ea9e279521dec5454174bba33e536d5,24256554,19864447,remove,fa3dfdb41f0a75c937e85059a5983da5e5d5aac6,2022-01-07
fa3dfdb41f0a75c937e85059a5983da5e5d5aac6,10647082,19864447,DOC,eef0222192a5594dec250c47b93dba7032b2c02e,2022-01-06
eef0222192a5594dec250c47b93dba7032b2c02e,10647082,19864447,CI,47081ff1314122c899be2539d997398229e1166b,2022-01-06
47081ff1314122c899be2539d997398229e1166b,30958850,19864447,fix,2b72d0bbc40e8965ae74562b2118f2d1e466f826,2022-01-06
2b72d0bbc40e8965ae74562b2118f2d1e466f826,13159005,19864447,DOC,e06d4a470e61eb4266e528e5f90fc4dd5d23791c,2022-01-06
e06d4a470e61eb4266e528e5f90fc4dd5d23791c,33491632,19864447,use,5cca83f2befd68c203d97a14f1fc221b0c09b149,2022-01-05
5cca83f2befd68c203d97a14f1fc221b0c09b149,13391129,19864447,typo,27191a98320778388d9816c2c6bd30e8b13e822c,2022-01-05
27191a98320778388d9816c2c6bd30e8b13e822c,10647082,19864447,TST,a393fcda8bb1135efe7ac1ec39d41d7dd773b168,2022-01-05
a393fcda8bb1135efe7ac1ec39d41d7dd773b168,24256554,19864447,ENH,edb9d62e0f470b620a916e32917fc03dce50294f,2022-01-05
edb9d62e0f470b620a916e32917fc03dce50294f,13521008,19864447,DOC,3a92b4a50a8c9224674acf8bae0049d9497376d8,2022-01-05
3a92b4a50a8c9224674acf8bae0049d9497376d8,71138854,19864447,updated,d911bfa40c767ad221f68af99485d26094f7c0f3,2022-01-05
d911bfa40c767ad221f68af99485d26094f7c0f3,13159005,19864447,CI,2d9513c80469ad2223ac8c41d73c502c376b32e6,2022-01-05
